Sample,Population code,Population,Superpopulation code,Superpopulation,Source,Latitude,Longitude,Region,Sample Alias,Country,Town,Single_Ancestry,0,1,2,3,4,5,6,7,assignment
T-021763-9,,,,,,,,,,,,,0.000473,0.160826,0.307831,1e-05,0.011566,0.06501,0.380688,0.073596,6
T-021781-1,,,,,,,,,,,,,0.000444,0.182436,0.025825,1e-05,0.040439,0.194952,0.423083,0.132811,6
T-021871-0,,,,,,,,,,,,,0.001016,0.129865,0.722269,0.00762,1e-05,0.018669,1e-05,0.120541,2
T-022348-8,,,,,,,,,,,,,1e-05,0.134701,0.469666,0.002714,0.021229,0.070085,0.187612,0.113983,2
T-022393-3,,,,,,,,,,,,,1e-05,0.272741,0.458436,1e-05,0.009696,0.075893,0.002715,0.180498,2
T-022537-7,,,,,,,,,,,,,1e-05,0.035824,0.150845,1e-05,0.01044,0.071965,0.675023,0.055883,6
T-022573-1,,,,,,,,,,,,,0.892516,0.046419,0.02739,0.006978,0.00302,0.014508,1e-05,0.009159,0
T-022636-7,,,,,,,,,,,,,1e-05,0.056312,0.099517,1e-05,1e-05,0.481389,0.268647,0.094106,5
T-022672-1,,,,,,,,,,,,,1e-05,0.144117,0.702359,1e-05,1e-05,0.000241,0.011868,0.141385,2
T-022807-4,,,,,,,,,,,,,0.01739,0.01613,0.223282,1e-05,0.106112,0.011006,0.003104,0.622966,7
T-022852-9,,,,,,,,,,,,,0.006647,0.060747,0.175431,1e-05,0.031766,1e-05,0.302149,0.423241,7
T-022861-0,,,,,,,,,,,,,0.002713,0.116883,0.397459,0.00102,1e-05,0.189291,0.09726,0.195365,2
T-023068-1,,,,,,,,,,,,,1e-05,0.342712,0.288224,0.002606,1e-05,0.032735,0.267878,0.065826,1
T-023086-3,,,,,,,,,,,,,0.003954,0.108067,0.480485,1e-05,1e-05,0.002403,0.233797,0.171274,2
T-023554-0,,,,,,,,,,,,,0.002706,0.221216,0.371417,1e-05,0.012046,0.030507,0.197219,0.164878,2
T-023581-3,,,,,,,,,,,,,0.000152,0.139044,0.655912,1e-05,1e-05,0.078381,1e-05,0.12648,2
T-023725-7,,,,,,,,,,,,,0.000931,0.201365,0.628418,0.004489,1e-05,0.057886,1e-05,0.106892,2
T-023842-9,,,,,,,,,,,,,0.002352,0.154366,0.283091,0.002992,1e-05,0.088178,0.447079,0.021933,6
T-023860-1,,,,,,,,,,,,,0.001812,0.02073,0.240453,0.002003,1e-05,1e-05,0.517781,0.217201,6
T-024184-4,,,,,,,,,,,,,0.001244,0.276879,0.024057,0.001886,0.041916,0.099918,0.550368,0.003731,6
T-024337-9,,,,,,,,,,,,,1e-05,0.577497,0.385006,0.010807,1e-05,0.009101,1e-05,0.01756,1
T-024724-8,,,,,,,,,,,,,1e-05,0.04437,0.066902,1e-05,1e-05,0.445707,0.220871,0.22212,5
T-024760-2,,,,,,,,,,,,,0.001255,0.222861,0.356718,1e-05,0.014143,1e-05,0.321005,0.083999,2
T-024922-8,,,,,,,,,,,,,1.2e-05,0.018833,0.192958,0.015257,0.018071,0.729606,1e-05,0.025252,5
T-025255-2,,,,,,,,,,,,,1e-05,0.179984,0.521991,1e-05,0.026898,1e-05,0.171863,0.099233,2
T-025282-5,,,,,,,,,,,,,0.000147,0.049,0.652513,0.002859,0.040565,0.048883,1e-05,0.206023,2
T-025309-7,,,,,,,,,,,,,0.004892,1e-05,0.032014,0.002454,0.049258,1e-05,0.85002,0.061341,6
T-025381-5,,,,,,,,,,,,,0.000395,0.109869,0.257729,1e-05,0.037456,0.310571,0.04253,0.241441,5
T-025435-0,,,,,,,,,,,,,1e-05,0.092248,0.447261,1e-05,0.004617,0.337183,1e-05,0.118661,2
T-025453-2,,,,,,,,,,,,,1e-05,0.189945,0.68654,1e-05,0.022131,1e-05,1e-05,0.101344,2
T-025462-3,,,,,,,,,,,,,0.000431,0.004452,0.201217,0.001287,0.003929,0.00201,0.786665,1e-05,6
T-025507-7,,,,,,,,,,,,,0.00038,0.123934,0.160899,1e-05,0.015303,0.287502,0.294492,0.11748,6
T-025804-7,,,,,,,,,,,,,0.000919,1e-05,0.106014,0.011276,0.007398,0.58107,0.128067,0.165247,5
T-025840-1,,,,,,,,,,,,,1e-05,1e-05,1e-05,0.003972,0.007242,0.630369,0.312363,0.046025,5
T-025930-0,,,,,,,,,,,,,1e-05,0.043797,0.111466,1e-05,0.023107,0.345682,1e-05,0.475919,7
T-026056-3,,,,,,,,,,,,,0.001709,0.124725,0.28491,0.001868,0.010632,0.049206,0.412105,0.114846,6
T-026218-9,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,0.978913,0.012926,0.008112,1e-05,4
T-026236-1,,,,,,,,,,,,,1.1e-05,0.388627,0.277008,1e-05,0.033489,0.072543,0.228303,1e-05,1
T-026326-0,,,,,,,,,,,,,0.003206,0.132867,0.573682,0.000864,0.020533,1e-05,0.165039,0.1038,2
T-026371-5,,,,,,,,,,,,,1e-05,0.180855,0.467057,0.00091,0.026505,0.055784,0.137485,0.131395,2
T-026902-8,,,,,,,,,,,,,0.000981,0.044069,0.308874,0.004699,0.002929,0.378663,0.141015,0.11877,5
T-027145-3,,,,,,,,,,,,,1e-05,0.234309,0.16109,0.003185,1e-05,0.047784,0.427442,0.12617,6
T-027163-5,,,,,,,,,,,,,0.001291,0.24414,0.374922,1e-05,1e-05,0.015658,0.260564,0.103404,2
T-027307-9,,,,,,,,,,,,,1e-05,1e-05,1e-05,0.01414,0.17493,1e-05,1e-05,0.81088,7
T-028045-4,,,,,,,,,,,,,0.003108,0.079309,0.069925,1e-05,0.246892,0.110225,0.410107,0.080424,6
T-028252-5,,,,,,,,,,,,,1e-05,0.405052,0.294426,0.006363,1e-05,1e-05,0.269034,0.025096,1
T-028360-6,,,,,,,,,,,,,0.003689,0.156637,0.423014,0.001361,0.016937,0.047344,0.171954,0.179065,2
T-028531-3,,,,,,,,,,,,,0.014608,0.011575,0.240894,0.004895,0.078318,0.020916,0.628783,1e-05,6
T-028801-0,,,,,,,,,,,,,1e-05,0.205807,0.355284,0.004623,1e-05,0.004824,0.310556,0.118886,2
T-029152-6,,,,,,,,,,,,,0.000985,0.081096,0.52167,1e-05,0.005107,0.012484,0.30752,0.071128,2
T-029332-4,,,,,,,,,,,,,0.773249,0.027111,0.042915,1e-05,1e-05,1e-05,0.144725,0.01197,0
T-029602-1,,,,,,,,,,,,,1e-05,0.120959,0.476116,0.00012,0.039532,0.038314,0.251607,0.073343,2
T-029701-1,,,,,,,,,,,,,1e-05,0.027115,0.473231,1e-05,0.025854,0.045672,0.313183,0.114925,2
T-030097-1,,,,,,,,,,,,,0.000839,0.370843,0.232265,1e-05,0.013244,0.096157,0.171194,0.115449,1
T-030358-7,,,,,,,,,,,,,1.4e-05,0.277227,0.520886,1e-05,0.147473,0.034771,1e-05,0.019609,2
T-030376-9,,,,,,,,,,,,,0.001846,0.337094,0.447168,1e-05,1e-05,0.027296,0.099018,0.087558,2
T-030394-1,,,,,,,,,,,,,1e-05,0.06088,0.002321,1e-05,0.020822,0.049527,0.747021,0.119408,6
T-030448-6,,,,,,,,,,,,,1e-05,0.1076,0.808171,1e-05,1e-05,1e-05,0.031994,0.052195,2
T-030619-3,,,,,,,,,,,,,1e-05,0.154227,0.059164,1e-05,0.018672,0.034267,0.571519,0.162132,6
T-030853-7,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,0.990125,0.009815,1e-05,1e-05,4
T-031465-9,,,,,,,,,,,,,0.000367,0.123402,0.210341,1e-05,0.060846,0.039931,0.527749,0.037354,6
T-031537-6,,,,,,,,,,,,,1e-05,0.1979,0.21979,1e-05,1e-05,0.177895,0.278282,0.126103,6
T-031726-5,,,,,,,,,,,,,1.3e-05,0.132147,0.360386,1e-05,0.028517,0.007853,0.417209,0.053864,6
T-031762-9,,,,,,,,,,,,,0.000732,0.375735,0.350246,0.007668,0.004112,0.062306,0.139131,0.060071,1
T-031852-8,,,,,,,,,,,,,0.028179,0.007946,0.378536,0.266634,0.04994,0.009198,0.05214,0.207425,2
T-031861-9,,,,,,,,,,,,,1e-05,1e-05,0.059898,1e-05,0.078833,1e-05,0.364156,0.497073,7
T-032068-0,,,,,,,,,,,,,1e-05,0.187882,0.454515,0.001038,1e-05,0.032763,0.125111,0.19867,2
T-032077-1,,,,,,,,,,,,,1e-05,0.241389,0.517811,1e-05,1e-05,0.038701,0.058999,0.143071,2
T-032581-2,,,,,,,,,,,,,0.004709,0.081338,0.281473,1e-05,1e-05,0.009784,0.522939,0.099737,6
T-032617-5,,,,,,,,,,,,,1e-05,0.20461,0.204,0.002871,0.020518,0.357162,0.210819,1e-05,5
T-032635-7,,,,,,,,,,,,,1e-05,0.092944,0.149656,0.002539,1e-05,0.082703,0.524174,0.147965,6
T-032761-0,,,,,,,,,,,,,1e-05,0.216052,0.169919,0.001938,0.010849,0.107837,0.32572,0.167675,6
T-032770-1,,,,,,,,,,,,,1e-05,0.167763,0.673135,0.001826,1e-05,0.016955,0.064947,0.075354,2
T-033058-0,,,,,,,,,,,,,0.001554,0.155185,0.451955,1e-05,1e-05,0.201635,0.139063,0.050589,2
T-033085-3,,,,,,,,,,,,,1e-05,0.282752,0.455606,1e-05,0.006946,0.040651,0.150842,0.063182,2
T-033319-6,,,,,,,,,,,,,1e-05,0.131494,1e-05,1e-05,0.047587,0.135818,0.489328,0.195743,6
T-033427-7,,,,,,,,,,,,,0.942607,1e-05,0.055213,0.00213,1e-05,1e-05,1e-05,1e-05,0
T-033490-4,,,,,,,,,,,,,1e-05,0.215927,0.52503,1e-05,0.063821,0.040002,0.058032,0.097167,2
T-033517-6,,,,,,,,,,,,,1e-05,0.564149,0.168773,0.037227,0.056798,0.156361,1e-05,0.016672,1
T-033616-6,,,,,,,,,,,,,1e-05,0.16994,0.245229,1e-05,0.067708,0.063163,0.367889,0.086051,6
T-033625-7,,,,,,,,,,,,,0.85766,1e-05,0.129228,1e-05,1e-05,1e-05,0.013061,1e-05,0
T-033706-5,,,,,,,,,,,,,0.001666,0.204241,0.182402,1.3e-05,1e-05,1e-05,0.426085,0.185574,6
T-033841-9,,,,,,,,,,,,,1e-05,1e-05,0.021952,1.8e-05,1e-05,0.804152,0.097137,0.076711,5
T-034039-9,,,,,,,,,,,,,0.001427,0.196397,0.473775,1e-05,0.026442,1e-05,0.228123,0.073816,2
T-034156-1,,,,,,,,,,,,,0.007565,0.344258,0.40714,0.002365,1e-05,0.035515,0.194766,0.00838,2
T-034174-3,,,,,,,,,,,,,1e-05,0.164368,0.411891,0.002456,1e-05,1e-05,0.337264,0.083991,2
T-034183-4,,,,,,,,,,,,,1e-05,0.166329,0.341066,0.001331,1e-05,1e-05,0.385658,0.105587,6
T-034507-6,,,,,,,,,,,,,1e-05,0.190038,0.396601,1e-05,0.069528,1e-05,0.286417,0.057386,2
T-034651-1,,,,,,,,,,,,,1e-05,0.100421,0.130647,1e-05,0.005103,0.068324,0.623039,0.072445,6
T-034813-7,,,,,,,,,,,,,1e-05,0.10778,1e-05,1e-05,1e-05,0.129619,0.509272,0.253289,6
T-034840-0,,,,,,,,,,,,,0.000281,0.307857,0.397235,1e-05,1e-05,0.044452,0.154644,0.095511,2
T-034921-8,,,,,,,,,,,,,1e-05,0.289761,0.489184,0.002678,0.014532,1e-05,0.141407,0.062418,2
T-035371-4,,,,,,,,,,,,,1.5e-05,0.149107,0.367798,1e-05,0.091735,0.172268,0.09157,0.127497,2
T-035515-8,,,,,,,,,,,,,0.796672,0.013923,0.108,0.007324,1e-05,1e-05,0.039781,0.03428,0
T-035533-0,,,,,,,,,,,,,1e-05,0.41889,0.280534,1e-05,1e-05,0.039705,0.195124,0.065717,1
T-035560-3,,,,,,,,,,,,,1e-05,0.04767,0.131887,0.005862,1e-05,0.727785,1e-05,0.086767,5
T-035803-7,,,,,,,,,,,,,1e-05,0.172137,0.42647,1e-05,1e-05,0.033891,0.106724,0.260749,2
T-036208-8,,,,,,,,,,,,,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
T-036253-3,,,,,,,,,,,,,0.003108,1e-05,1e-05,0.005633,0.102567,0.103167,0.077771,0.707735,7
T-036352-3,,,,,,,,,,,,,1e-05,0.114073,0.540245,1e-05,1e-05,0.020802,0.279872,0.044978,2
T-036820-0,,,,,,,,,,,,,0.002322,0.152406,0.56097,1e-05,1e-05,0.101274,0.156697,0.02631,2
T-037009-9,,,,,,,,,,,,,1e-05,0.040121,0.159346,0.005229,0.035897,0.694441,1e-05,0.064946,5
T-037072-6,,,,,,,,,,,,,0.00118,0.000405,0.123771,0.005747,0.041485,0.511721,0.212906,0.102784,5
T-037117-0,,,,,,,,,,,,,1e-05,1e-05,0.283088,1e-05,0.037911,0.605798,0.022415,0.050758,5
T-037135-2,,,,,,,,,,,,,1e-05,0.053211,0.556128,0.008844,1e-05,0.039882,0.256884,0.085031,2
T-037270-6,,,,,,,,,,,,,1e-05,0.164559,0.327233,1e-05,0.06708,0.062484,0.271871,0.106753,2
T-037315-0,,,,,,,,,,,,,0.001516,0.046046,1e-05,0.011024,0.024272,0.306387,0.610734,1e-05,6
T-037333-2,,,,,,,,,,,,,0.000929,0.216527,0.513324,1e-05,1e-05,0.041187,0.028669,0.199345,2
T-037612-0,,,,,,,,,,,,,0.0066,1e-05,1e-05,0.001786,0.136763,1e-05,0.173434,0.681388,7
T-038035-3,,,,,,,,,,,,,1e-05,0.06703,0.149228,1e-05,0.001756,0.089806,0.539993,0.152167,6
T-038107-0,,,,,,,,,,,,,1e-05,0.080662,0.158156,0.005709,1e-05,0.015093,0.673644,0.066715,6
T-038260-6,,,,,,,,,,,,,0.001157,0.029402,0.335673,0.532417,0.033056,0.003213,1e-05,0.065072,3
T-038431-3,,,,,,,,,,,,,1e-05,0.053142,0.15542,1e-05,1e-05,0.40496,0.252421,0.134027,5
T-039043-5,,,,,,,,,,,,,0.000298,0.184197,0.596971,0.00237,1e-05,0.006124,0.088803,0.121228,2
T-039106-1,,,,,,,,,,,,,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
T-039142-5,,,,,,,,,,,,,1e-05,0.079167,0.129839,0.003588,1e-05,0.702238,0.044272,0.040875,5
T-039331-4,,,,,,,,,,,,,1e-05,0.103576,1e-05,0.007149,1e-05,0.341995,0.523308,0.023942,6
T-039412-2,,,,,,,,,,,,,0.000441,0.022991,0.510921,1e-05,1e-05,0.124158,0.283387,0.058082,2
T-040249-6,,,,,,,,,,,,,0.000479,0.570095,0.237733,0.012101,1e-05,0.101219,0.022736,0.055628,1
T-040339-5,,,,,,,,,,,,,0.000692,0.304967,0.152258,1e-05,1e-05,0.268241,0.111229,0.162593,1
T-040366-8,,,,,,,,,,,,,0.000418,0.057012,1e-05,1e-05,0.03541,0.12303,0.585624,0.198485,6
T-040492-1,,,,,,,,,,,,,1.1e-05,0.030547,0.124929,0.002117,1e-05,0.704756,1e-05,0.13762,5
T-040591-1,,,,,,,,,,,,,0.003872,0.079888,0.386028,0.001156,1e-05,0.083779,0.333721,0.111546,2
T-040627-4,,,,,,,,,,,,,1e-05,0.199419,0.449274,1e-05,0.035352,0.063586,0.077037,0.175311,2
T-040636-5,,,,,,,,,,,,,1e-05,0.127635,0.145633,0.00241,0.518413,0.106142,0.025695,0.074062,4
T-040717-3,,,,,,,,,,,,,1e-05,0.176488,0.125337,0.001125,0.039713,0.252202,0.232071,0.173055,5
T-040861-8,,,,,,,,,,,,,0.001602,0.245765,0.531456,0.002565,0.020838,0.043072,0.047853,0.10685,2
T-040906-2,,,,,,,,,,,,,0.0007,0.212604,0.493389,0.007713,1e-05,0.138987,0.106726,0.039871,2
T-041077-0,,,,,,,,,,,,,1e-05,0.06681,0.244292,0.001458,0.018493,0.04775,0.572604,0.048584,6
T-041275-0,,,,,,,,,,,,,0.000733,0.110052,0.354693,1e-05,0.014155,1e-05,0.434437,0.08591,6
T-041329-5,,,,,,,,,,,,,1e-05,0.171737,0.625272,1e-05,1e-05,0.02714,0.071564,0.104257,2
T-041365-9,,,,,,,,,,,,,1e-05,0.371119,0.144387,0.001723,1e-05,1e-05,0.408157,0.074583,6
T-041554-8,,,,,,,,,,,,,0.003523,0.184876,0.45528,0.007751,0.031936,0.066998,0.18521,0.064426,2
T-041635-6,,,,,,,,,,,,,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
T-041914-4,,,,,,,,,,,,,0.001043,0.236354,0.479628,1e-05,0.001,0.016822,0.189088,0.076055,2
T-041941-7,,,,,,,,,,,,,1e-05,0.196185,0.641289,1e-05,0.00434,0.022223,0.030167,0.105776,2
T-041950-8,,,,,,,,,,,,,1e-05,0.064944,0.169855,0.002864,1e-05,0.506516,0.039877,0.215923,5
T-042166-0,,,,,,,,,,,,,1e-05,0.245538,0.433214,0.002387,0.014811,0.037485,1e-05,0.266544,2
T-042256-9,,,,,,,,,,,,,0.01455,0.14429,0.266082,1e-05,0.020157,0.098222,0.409318,0.047371,6
T-042328-6,,,,,,,,,,,,,0.001839,1e-05,0.223442,0.000668,1e-05,0.010534,0.596283,0.167213,6
T-042382-2,,,,,,,,,,,,,0.002291,0.05791,0.785313,0.002923,1e-05,0.058968,0.049966,0.042618,2
T-042517-5,,,,,,,,,,,,,1e-05,1e-05,0.03934,1e-05,0.008314,0.661746,0.217501,0.073069,5
T-042544-8,,,,,,,,,,,,,0.925006,1e-05,1e-05,1e-05,1e-05,0.008369,0.066575,1e-05,0
T-042607-4,,,,,,,,,,,,,0.775633,0.019628,0.121266,0.006456,1e-05,0.041192,0.035372,0.000442,0
T-042616-5,,,,,,,,,,,,,1e-05,0.193076,0.146044,1e-05,0.042713,0.047692,0.467277,0.103177,6
T-042625-6,,,,,,,,,,,,,1e-05,0.080145,0.233969,0.000672,1e-05,0.486087,0.139135,0.059972,5
T-043084-3,,,,,,,,,,,,,1e-05,0.159966,0.159979,0.003816,0.071847,0.12736,0.412637,0.064384,6
T-043129-7,,,,,,,,,,,,,0.761132,1e-05,0.17245,1e-05,0.034688,1e-05,1e-05,0.03169,0
T-043138-8,,,,,,,,,,,,,1e-05,1e-05,0.137883,1e-05,0.017486,0.012097,0.793303,0.039202,6
T-043174-2,,,,,,,,,,,,,0.001928,0.2879,0.582237,1e-05,0.007204,1e-05,0.044451,0.07626,2
T-043246-9,,,,,,,,,,,,,0.000416,0.196651,0.481361,1e-05,1e-05,0.088231,0.104037,0.129283,2
T-043255-0,,,,,,,,,,,,,0.00209,0.327549,0.538279,1e-05,0.022037,0.029213,1e-05,0.080813,2
T-043453-0,,,,,,,,,,,,,1e-05,0.15834,0.134831,0.001537,0.034528,0.101067,0.347622,0.222064,6
T-043723-7,,,,,,,,,,,,,1e-05,0.236371,0.317591,1e-05,0.009332,0.071444,0.100265,0.264976,2
T-043804-5,,,,,,,,,,,,,0.001845,0.176964,0.569288,1e-05,0.003161,0.040886,1e-05,0.207837,2
T-043903-5,,,,,,,,,,,,,0.873295,1e-05,1e-05,0.007138,0.017248,0.013722,0.088567,1e-05,0
T-044029-8,,,,,,,,,,,,,0.004567,0.087771,0.288164,1e-05,1e-05,0.489364,1e-05,0.130105,5
T-044083-4,,,,,,,,,,,,,0.921988,1e-05,1e-05,0.008653,0.007957,0.014271,0.047102,1e-05,0
T-044119-7,,,,,,,,,,,,,1e-05,0.06357,0.561309,1e-05,1e-05,0.017736,0.180843,0.176512,2
T-044155-1,,,,,,,,,,,,,0.000415,0.360449,0.209985,1e-05,1e-05,0.026568,0.230631,0.171931,1
T-044227-8,,,,,,,,,,,,,1e-05,0.149737,0.242155,1e-05,1e-05,0.360559,0.067268,0.180251,5
T-044335-9,,,,,,,,,,,,,1e-05,0.172294,0.474,0.002118,1e-05,0.081349,0.115762,0.154456,2
T-044371-3,,,,,,,,,,,,,1e-05,0.170468,0.101165,1e-05,0.017515,0.398116,0.210363,0.102353,5
T-044461-2,,,,,,,,,,,,,1e-05,1e-05,1e-05,0.999927,1e-05,1.3e-05,1e-05,1e-05,3
T-044524-8,,,,,,,,,,,,,1e-05,0.167006,0.267807,0.002665,1e-05,0.390626,0.102592,0.069284,5
T-044551-1,,,,,,,,,,,,,1e-05,0.11404,0.267252,1e-05,0.014154,0.026823,0.515689,0.062022,6
T-044605-6,,,,,,,,,,,,,1e-05,0.392723,0.245873,0.007084,0.01432,0.03727,0.190489,0.112232,1
T-044731-9,,,,,,,,,,,,,1e-05,0.099642,0.186118,0.004244,0.032628,0.391374,0.243232,0.042751,5
T-045028-9,,,,,,,,,,,,,0.018367,1e-05,1e-05,0.002146,0.144857,0.013837,0.16404,0.656732,7
T-045082-5,,,,,,,,,,,,,1e-05,0.100098,0.356769,0.006,0.455181,0.010102,1e-05,0.071829,4
T-045163-3,,,,,,,,,,,,,1e-05,0.621363,0.309939,0.009257,1e-05,1e-05,0.011497,0.047914,1
T-045190-6,,,,,,,,,,,,,1e-05,0.191157,0.399264,0.003078,1e-05,0.157799,0.086989,0.161693,2
T-045280-5,,,,,,,,,,,,,0.000944,0.17111,0.376018,1e-05,1e-05,0.033453,0.328349,0.090105,2
T-045316-8,,,,,,,,,,,,,0.006223,0.118624,0.351712,1e-05,0.015254,1e-05,0.447345,0.060821,6
T-045613-8,,,,,,,,,,,,,1e-05,0.109055,0.244461,1e-05,1e-05,0.173226,0.303936,0.169292,6
T-046135-1,,,,,,,,,,,,,0.000928,0.205849,1e-05,0.003612,0.02202,0.234821,0.53275,1e-05,6
T-046171-5,,,,,,,,,,,,,0.002304,0.232391,0.486706,0.003537,0.01784,0.010053,0.082393,0.164776,2
T-046243-2,,,,,,,,,,,,,0.000848,0.133733,0.264585,1e-05,0.026754,0.190181,0.306069,0.07782,6
T-046333-1,,,,,,,,,,,,,1e-05,0.706792,1e-05,0.061703,1e-05,0.231455,1e-05,1e-05,1
T-046351-3,,,,,,,,,,,,,1e-05,0.575491,0.146833,0.003249,1e-05,0.029521,0.244876,1e-05,1
T-046522-0,,,,,,,,,,,,,1e-05,1e-05,0.174212,0.002326,0.075202,0.260468,0.487762,1e-05,6
T-047350-4,,,,,,,,,,,,,1e-05,0.232351,0.137534,1e-05,0.006233,0.210007,0.270865,0.14299,6
T-047404-9,,,,,,,,,,,,,0.000338,0.202831,0.101237,0.006518,0.050699,0.117121,0.348367,0.172889,6
T-047800-9,,,,,,,,,,,,,0.041352,1e-05,0.248961,0.32685,1e-05,0.014628,0.355939,0.01225,6
T-048034-3,,,,,,,,,,,,,0.004381,0.059964,0.422801,0.018903,0.000237,0.027968,0.25348,0.212266,2
T-048061-6,,,,,,,,,,,,,1e-05,0.154333,0.012049,1e-05,0.033983,0.025873,0.712083,0.061658,6
T-048070-7,,,,,,,,,,,,,1e-05,0.41102,0.383943,0.001304,0.015431,0.113936,0.024261,0.050095,1
T-048313-1,,,,,,,,,,,,,1e-05,1e-05,0.48002,1e-05,0.003913,1e-05,0.401836,0.114191,2
T-048601-0,,,,,,,,,,,,,1e-05,1e-05,0.789061,1e-05,1e-05,1e-05,0.210879,1e-05,2
T-048700-0,,,,,,,,,,,,,1e-05,0.115549,0.20636,1e-05,0.011082,0.079948,0.409392,0.177651,6
T-049033-4,,,,,,,,,,,,,1e-05,0.286795,0.227383,0.001953,0.00556,0.11997,0.197137,0.161192,1
T-049231-4,,,,,,,,,,,,,0.000694,0.031173,1e-05,0.005544,0.01764,0.282624,0.564353,0.097962,6
T-050176-9,,,,,,,,,,,,,0.001812,0.043144,0.398836,0.000472,0.006144,0.016007,0.460143,0.073442,6
T-050248-6,,,,,,,,,,,,,1e-05,1e-05,0.040678,1e-05,1e-05,1e-05,0.959262,1e-05,6
T-050257-7,,,,,,,,,,,,,1e-05,1e-05,1e-05,0.000959,0.998981,1e-05,1e-05,1e-05,4
T-050266-8,,,,,,,,,,,,,1e-05,0.275987,0.27057,0.004066,0.00914,1e-05,0.440207,1e-05,6
T-050365-8,,,,,,,,,,,,,1e-05,0.07205,0.052273,0.005543,0.012189,0.438236,0.258669,0.161028,5
T-050383-0,,,,,,,,,,,,,0.000573,0.192576,0.472507,0.002498,1e-05,0.049966,0.225688,0.05618,2
T-050428-4,,,,,,,,,,,,,0.002871,0.010269,0.429877,1e-05,0.004236,0.067935,0.479438,0.005365,6
T-050563-8,,,,,,,,,,,,,1e-05,0.232773,0.375894,1e-05,0.024466,0.038258,0.153697,0.174892,2
T-050626-4,,,,,,,,,,,,,1e-05,0.031326,0.513649,1e-05,0.008106,0.01508,0.409039,0.02278,2
T-050923-4,,,,,,,,,,,,,1e-05,1e-05,1e-05,0.015135,0.150924,1e-05,1e-05,0.83389,7
T-051175-0,,,,,,,,,,,,,1e-05,0.185643,0.739801,1e-05,1e-05,1e-05,1e-05,0.074505,2
T-051265-9,,,,,,,,,,,,,0.009582,0.193137,0.471736,1e-05,1e-05,0.082918,0.179848,0.062759,2
T-051526-5,,,,,,,,,,,,,0.006311,0.261471,1e-05,1e-05,0.00034,0.078191,0.575561,0.078105,6
T-051607-3,,,,,,,,,,,,,0.001691,0.169767,0.440137,0.001829,1e-05,0.032342,0.262151,0.092074,2
T-051832-6,,,,,,,,,,,,,0.001119,0.082384,0.193758,1.4e-05,0.016272,0.592604,1e-05,0.113839,5
T-051841-7,,,,,,,,,,,,,0.023385,1e-05,0.398988,0.250025,0.065939,1e-05,0.036897,0.224746,2
T-052039-7,,,,,,,,,,,,,1e-05,0.193994,0.492793,1e-05,0.011142,0.045072,0.136427,0.120551,2
T-052066-0,,,,,,,,,,,,,1e-05,0.018165,1e-05,1e-05,0.014525,0.713286,0.221534,0.03246,5
T-052264-0,,,,,,,,,,,,,0.000642,0.203792,0.102025,0.002264,0.002098,0.32515,0.274789,0.08924,5
T-052273-1,,,,,,,,,,,,,0.00876,0.091643,0.124956,0.004174,0.014704,0.019063,0.637078,0.099622,6
T-052318-5,,,,,,,,,,,,,1e-05,0.095497,1e-05,1e-05,1.6e-05,0.232391,0.672055,1e-05,6
T-052372-1,,,,,,,,,,,,,1e-05,0.641401,0.179938,0.010222,1e-05,0.100955,1e-05,0.067453,1
T-052462-0,,,,,,,,,,,,,0.005636,0.19391,0.467522,1e-05,0.021417,0.00808,0.215521,0.087904,2
T-052543-8,,,,,,,,,,,,,0.004356,0.030332,0.700073,0.000265,0.004892,0.01442,0.16927,0.076392,2
T-052606-4,,,,,,,,,,,,,1e-05,0.619651,0.12547,0.035246,1e-05,0.219593,1e-05,1e-05,1
T-052642-8,,,,,,,,,,,,,0.00331,0.189672,0.159618,0.001729,0.046137,0.08867,0.142888,0.367977,7
T-052705-4,,,,,,,,,,,,,0.002966,0.136622,0.159266,0.002795,0.003323,0.102661,0.40358,0.188786,6
T-052840-8,,,,,,,,,,,,,1e-05,1.6e-05,1e-05,0.999924,1e-05,1e-05,1e-05,1e-05,3
T-053065-1,,,,,,,,,,,,,1e-05,0.334053,0.371385,0.000802,1e-05,0.025597,0.080702,0.187441,2
T-053263-1,,,,,,,,,,,,,1e-05,0.38498,0.006515,0.003956,0.013803,1e-05,0.590717,1e-05,6
T-053362-1,,,,,,,,,,,,,0.00594,0.237682,0.611287,0.003696,0.015061,0.020172,0.043067,0.063094,2
T-053371-2,,,,,,,,,,,,,0.001171,0.211237,0.433603,1e-05,1e-05,0.027674,0.220881,0.105413,2
T-053533-8,,,,,,,,,,,,,1e-05,0.238812,0.576808,1e-05,0.038308,0.056628,0.0082,0.081224,2
T-053650-0,,,,,,,,,,,,,1e-05,0.145029,0.033171,3.4e-05,0.043662,0.044715,0.73337,1e-05,6
T-053740-9,,,,,,,,,,,,,0.00111,0.244663,0.296937,1e-05,0.05447,1e-05,0.31237,0.090431,6
