Sample,Population code,Population,Superpopulation code,Superpopulation,Source,Latitude,Longitude,Region,Sample Alias,Country,Town,Single_Ancestry,0,1,2,3,4,5,6,7,assignment
D-087068-5,,,,,,,,,,,,,0.0061,0.172913,0.380065,1e-05,1e-05,0.147357,0.149014,0.144531,2
D-087347-3,,,,,,,,,,,,,0.001468,0.123301,0.028658,1e-05,1e-05,0.02602,0.662995,0.157539,6
D-087473-6,,,,,,,,,,,,,0.001826,0.17236,0.185734,0.001158,0.006573,1e-05,0.446626,0.185713,6
D-087527-1,,,,,,,,,,,,,1e-05,0.178104,0.659604,0.001666,0.009563,0.038019,0.001663,0.111372,2
D-087617-0,,,,,,,,,,,,,1e-05,0.085964,0.530835,1e-05,1e-05,0.015643,0.248437,0.119091,2
D-087635-2,,,,,,,,,,,,,1e-05,0.157455,0.654783,1e-05,0.023937,0.004246,0.086695,0.072865,2
D-087725-1,,,,,,,,,,,,,1e-05,0.007774,0.031785,0.000988,0.011406,0.252286,0.579293,0.116458,6
D-087743-3,,,,,,,,,,,,,0.001058,0.33159,0.45701,0.00031,0.02876,0.013091,0.093445,0.074736,2
D-087752-4,,,,,,,,,,,,,0.001748,0.124535,0.276574,1e-05,1e-05,0.023069,0.34878,0.225274,6
D-087905-9,,,,,,,,,,,,,1e-05,0.198792,0.671225,1e-05,1e-05,0.004552,1e-05,0.125392,2
D-087914-0,,,,,,,,,,,,,0.002432,0.408591,0.018314,0.004389,0.01638,0.127365,0.401151,0.021379,1
D-088058-5,,,,,,,,,,,,,1e-05,0.324584,1e-05,1e-05,1e-05,0.012946,0.638728,0.023702,6
D-088067-6,,,,,,,,,,,,,1e-05,0.15635,0.379199,0.000965,0.011895,0.041269,0.221317,0.188995,2
D-088175-7,,,,,,,,,,,,,0.001153,0.248118,0.242637,0.001022,1e-05,0.237988,0.208851,0.060221,1
D-088265-6,,,,,,,,,,,,,0.021334,0.163735,0.430746,1e-05,0.047644,0.032803,0.282922,0.020806,2
D-088409-0,,,,,,,,,,,,,0.005133,1e-05,1e-05,0.008578,0.051383,0.379098,0.058335,0.497452,7
D-088535-3,,,,,,,,,,,,,0.001685,0.253827,0.284017,0.005134,1e-05,0.058505,0.309931,0.08689,6
D-088634-3,,,,,,,,,,,,,1e-05,0.293399,0.323518,1e-05,0.028984,0.02166,0.256607,0.075811,2
D-088931-3,,,,,,,,,,,,,0.953785,1e-05,1e-05,0.012407,1e-05,1e-05,0.033759,1e-05,0
D-089129-3,,,,,,,,,,,,,0.000767,0.203582,0.03143,0.009759,1e-05,0.408219,0.219219,0.127013,5
D-089156-6,,,,,,,,,,,,,0.033697,1e-05,1e-05,0.015084,0.126982,1e-05,1e-05,0.824197,7
D-089336-4,,,,,,,,,,,,,1e-05,0.332737,0.269145,1e-05,0.048006,0.078794,0.22341,0.047888,1
D-089462-7,,,,,,,,,,,,,0.001992,0.035617,0.35551,0.003643,1e-05,0.0842,0.472851,0.046178,6
D-089831-4,,,,,,,,,,,,,1e-05,0.170259,0.230823,1e-05,0.082836,0.03229,0.357812,0.12596,6
D-090479-9,,,,,,,,,,,,,1e-05,0.344733,0.386715,1e-05,1e-05,1e-05,0.030164,0.238348,2
D-090578-9,,,,,,,,,,,,,0.001061,0.176115,0.539942,0.000865,0.017996,0.011818,0.161122,0.091082,2
D-090938-5,,,,,,,,,,,,,1e-05,0.220768,0.563749,0.003815,0.048079,0.02242,0.048621,0.092538,2
D-090956-7,,,,,,,,,,,,,1e-05,0.26581,0.062627,0.000709,0.030908,0.027055,0.612872,1e-05,6
D-090965-8,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,4
D-091289-1,,,,,,,,,,,,,1e-05,1e-05,0.02667,1e-05,0.038219,0.732609,0.181765,0.020707,5
D-091559-8,,,,,,,,,,,,,0.035903,1e-05,0.019262,1e-05,0.115261,1e-05,0.130169,0.699375,7
D-091676-0,,,,,,,,,,,,,1e-05,0.134868,0.535552,1e-05,1e-05,0.052054,0.10402,0.173476,2
D-091685-1,,,,,,,,,,,,,1e-05,1e-05,0.809704,1e-05,1e-05,0.040753,0.14295,0.006552,2
D-091739-6,,,,,,,,,,,,,1e-05,0.229317,0.480487,1e-05,1e-05,0.022972,0.128373,0.138821,2
D-091757-8,,,,,,,,,,,,,1e-05,1e-05,0.669855,0.000896,0.001106,0.024131,0.236122,0.06787,2
D-091847-7,,,,,,,,,,,,,1e-05,0.174296,0.158776,1e-05,1e-05,0.01252,0.623418,0.030959,6
D-092279-1,,,,,,,,,,,,,1e-05,0.123477,0.791539,0.006557,0.045089,1e-05,1e-05,0.033307,2
D-092477-1,,,,,,,,,,,,,0.000383,0.232581,0.333865,0.040249,0.016595,0.127814,0.177385,0.07113,2
D-092918-5,,,,,,,,,,,,,0.000673,1e-05,0.324688,1e-05,0.056411,0.038405,0.464616,0.115187,6
D-092927-6,,,,,,,,,,,,,1e-05,0.089222,0.301132,0.00192,0.057814,0.008019,0.541736,0.000147,6
D-093386-3,,,,,,,,,,,,,0.008713,0.213021,0.556622,0.049112,1e-05,0.0204,0.022978,0.129143,2
D-093647-9,,,,,,,,,,,,,1e-05,0.201511,0.265494,1e-05,1e-05,0.069854,0.19286,0.270251,7
D-093737-8,,,,,,,,,,,,,1e-05,1e-05,0.016762,1e-05,1e-05,0.694496,0.171166,0.117536,5
D-093746-9,,,,,,,,,,,,,1.1e-05,0.215116,0.338807,0.001194,0.028113,0.29624,1e-05,0.120509,2
D-093818-6,,,,,,,,,,,,,1.4e-05,0.263514,0.326187,0.001301,1e-05,0.136054,0.21995,0.05297,2
D-093926-7,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,4
D-093944-9,,,,,,,,,,,,,0.006369,0.073044,0.105865,1e-05,1e-05,0.10632,0.602868,0.105514,6
D-093980-3,,,,,,,,,,,,,1e-05,0.07612,0.365007,0.001355,0.029713,0.049481,0.378022,0.100292,6
D-094169-2,,,,,,,,,,,,,1e-05,0.138728,0.325715,0.006609,1e-05,1e-05,0.430125,0.098792,6
D-094277-3,,,,,,,,,,,,,0.000317,0.19565,0.708801,1e-05,0.012186,0.013226,1e-05,0.069799,2
D-094358-1,,,,,,,,,,,,,1e-05,0.503497,0.105065,1e-05,0.00642,0.021762,0.33586,0.027375,1
D-094385-4,,,,,,,,,,,,,0.005335,0.188087,0.047754,0.003201,1e-05,0.012768,0.568796,0.17405,6
D-094655-1,,,,,,,,,,,,,0.835005,0.002937,0.140668,0.011448,0.009913,1e-05,1e-05,1e-05,0
D-094673-3,,,,,,,,,,,,,0.002531,0.104315,0.464399,1e-05,0.003733,1e-05,0.30866,0.116342,2
D-094745-0,,,,,,,,,,,,,0.001554,0.358941,0.389874,1e-05,0.016896,0.065513,0.122959,0.044254,2
D-094772-3,,,,,,,,,,,,,0.001249,0.188931,0.586684,1e-05,0.005763,0.021613,0.09214,0.103611,2
D-094862-2,,,,,,,,,,,,,0.868355,0.030276,1e-05,0.001542,0.016829,0.032955,0.014799,0.035234,0
D-094880-4,,,,,,,,,,,,,0.045753,0.13317,0.364977,0.002219,0.061922,0.029695,0.284888,0.077376,2
D-095177-4,,,,,,,,,,,,,0.002725,0.100834,0.739897,0.00216,0.008262,0.047056,1e-05,0.099057,2
D-095717-8,,,,,,,,,,,,,1e-05,0.236742,0.418862,1e-05,1e-05,0.041939,0.133491,0.168935,2
D-095771-4,,,,,,,,,,,,,0.833828,0.031977,0.027493,0.004326,0.007594,1e-05,0.094762,1e-05,0
D-095834-0,,,,,,,,,,,,,0.958867,1e-05,0.041073,1e-05,1e-05,1e-05,1e-05,1e-05,0
D-095933-0,,,,,,,,,,,,,0.001376,0.328791,0.461675,1e-05,1e-05,0.158518,1e-05,0.04961,2
D-096086-6,,,,,,,,,,,,,1e-05,0.141242,0.161668,0.003635,1e-05,0.267388,0.361466,0.064581,6
D-096158-3,,,,,,,,,,,,,0.00317,0.142101,0.56343,1e-05,1e-05,0.010255,0.158938,0.122086,2
D-096347-2,,,,,,,,,,,,,0.001067,0.386705,0.342603,1e-05,1e-05,0.109398,0.098347,0.06186,1
D-096707-8,,,,,,,,,,,,,1e-05,0.15417,0.197453,1e-05,0.000602,0.320966,0.304969,0.02182,5
D-096815-9,,,,,,,,,,,,,0.001802,0.261359,0.301072,0.000261,1e-05,0.01268,0.249171,0.173645,2
D-097175-6,,,,,,,,,,,,,1e-05,0.214682,0.122699,0.003302,0.016964,0.246727,0.270492,0.125125,6
D-097256-4,,,,,,,,,,,,,0.003577,0.193087,0.2749,1e-05,0.018982,0.05417,0.306536,0.148738,6
D-097373-6,,,,,,,,,,,,,0.776743,0.048767,0.089384,0.009904,1e-05,1e-05,0.07517,1e-05,0
D-097391-8,,,,,,,,,,,,,1e-05,0.115397,0.341918,0.004642,0.009131,1e-05,0.437476,0.091415,6
D-097508-9,,,,,,,,,,,,,1e-05,0.148396,0.513483,1e-05,1e-05,1e-05,0.23258,0.105502,2
D-097652-4,,,,,,,,,,,,,0.002674,0.228708,0.370804,0.002064,1e-05,0.229302,0.031291,0.135147,2
D-098066-6,,,,,,,,,,,,,1e-05,0.165303,0.1343,1e-05,0.023082,0.131803,0.440843,0.104648,6
D-098507-0,,,,,,,,,,,,,0.000688,0.105884,0.369844,0.003685,0.026938,0.37394,1e-05,0.119011,5
D-098534-3,,,,,,,,,,,,,0.903745,0.007976,1e-05,0.002735,1e-05,1e-05,0.063954,0.021561,0
D-098561-6,,,,,,,,,,,,,1e-05,0.142433,0.230539,1e-05,0.035794,0.128782,0.399072,0.06336,6
D-098570-7,,,,,,,,,,,,,0.001313,1e-05,0.179625,0.011567,0.011205,0.590176,1e-05,0.206094,5
D-098624-2,,,,,,,,,,,,,0.722103,0.02267,0.057522,0.010319,1e-05,0.007177,0.176136,0.004063,0
D-098660-6,,,,,,,,,,,,,1e-05,1e-05,0.26455,1e-05,0.013365,0.372041,0.310361,0.039653,5
D-098930-3,,,,,,,,,,,,,0.611261,0.066735,0.285202,0.002788,0.002276,1e-05,1e-05,0.031717,0
D-099047-5,,,,,,,,,,,,,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
D-099272-8,,,,,,,,,,,,,1e-05,0.135857,0.319219,1e-05,0.002849,0.064898,0.434757,0.0424,6
D-099380-9,,,,,,,,,,,,,1e-05,0.103116,0.378035,0.002013,0.005248,0.368164,1e-05,0.143402,2
D-099416-2,,,,,,,,,,,,,0.003063,0.14525,0.244892,1e-05,1e-05,1e-05,0.516932,0.089833,6
D-099461-7,,,,,,,,,,,,,1e-05,0.200333,0.586774,0.000928,0.005179,0.022769,0.019953,0.164053,2
D-099560-7,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,4
D-099632-4,,,,,,,,,,,,,0.021378,0.160681,0.324089,0.164491,1e-05,0.023821,0.236547,0.068983,2
D-099641-5,,,,,,,,,,,,,0.000529,0.113952,0.254578,1e-05,0.063632,0.061948,0.319743,0.185609,6
D-104699-6,,,,,,,,,,,,,0.001252,0.163413,0.483975,1e-05,0.074734,0.053251,0.07153,0.151835,2
D-105698-7,,,,,,,,,,,,,0.000907,0.304067,0.452574,1e-05,1e-05,0.094143,1e-05,0.148279,2
D-105968-4,,,,,,,,,,,,,0.005438,0.10268,0.409451,1e-05,1e-05,1e-05,0.366186,0.116215,2
D-106679-6,,,,,,,,,,,,,1e-05,0.089414,0.066521,0.004894,0.011993,0.685154,0.099699,0.042315,5
D-106697-8,,,,,,,,,,,,,0.003738,0.129315,0.117721,1e-05,0.000792,0.048679,0.650201,0.049544,6
D-106868-5,,,,,,,,,,,,,1e-05,0.15584,0.395571,0.002665,0.036716,0.292808,0.060203,0.056186,2
D-107696-9,,,,,,,,,,,,,1e-05,0.034842,0.137453,1e-05,0.02854,0.067646,0.603603,0.127896,6
D-107777-7,,,,,,,,,,,,,1e-05,0.148879,0.188331,1e-05,0.049502,0.304219,0.192155,0.116894,5
D-107975-7,,,,,,,,,,,,,0.001381,0.065106,0.245278,1e-05,1e-05,0.011538,0.41802,0.258657,6
D-107984-8,,,,,,,,,,,,,1e-05,1e-05,0.392156,1e-05,0.03102,1e-05,0.576774,1e-05,6
D-108578-8,,,,,,,,,,,,,1e-05,0.140795,0.735917,1e-05,1e-05,0.020787,0.064702,0.037769,2
D-108659-6,,,,,,,,,,,,,1e-05,0.143942,0.3008,0.003983,0.051512,1e-05,0.449007,0.050737,6
D-108785-9,,,,,,,,,,,,,0.000387,0.200192,0.429299,1e-05,0.001031,0.028676,0.13548,0.204927,2
D-108974-8,,,,,,,,,,,,,0.960684,1e-05,1e-05,0.01318,1e-05,1e-05,1e-05,0.026087,0
D-109199-1,,,,,,,,,,,,,1e-05,0.104246,0.167814,1e-05,0.00044,0.536242,0.084625,0.106612,5
D-109289-0,,,,,,,,,,,,,1e-05,0.594018,0.229574,0.002688,0.003228,0.030835,0.118332,0.021316,1
D-109478-9,,,,,,,,,,,,,0.875766,1e-05,0.057006,0.001807,0.018708,0.01915,0.027543,1e-05,0
D-109586-0,,,,,,,,,,,,,0.001292,0.372648,0.377767,1e-05,1e-05,0.021529,0.12829,0.098453,2
D-109658-7,,,,,,,,,,,,,1e-05,0.063028,0.077007,1e-05,0.007219,0.507253,0.150668,0.194805,5
D-109685-0,,,,,,,,,,,,,0.001089,0.067691,0.334451,0.001911,0.075116,0.076604,0.443128,1e-05,6
D-109865-8,,,,,,,,,,,,,1.7e-05,1e-05,1e-05,0.999923,1e-05,1e-05,1e-05,1e-05,3
D-109919-3,,,,,,,,,,,,,1e-05,0.304672,0.311292,1e-05,1e-05,0.233765,0.01695,0.133292,2
D-109964-8,,,,,,,,,,,,,1e-05,0.342131,0.464293,1e-05,0.010654,0.058478,0.055842,0.068582,2
D-110010-6,,,,,,,,,,,,,1e-05,0.007109,0.844808,1e-05,1e-05,1e-05,0.095586,0.052457,2
D-111000-6,,,,,,,,,,,,,1e-05,0.464407,0.42307,0.002998,0.00903,1e-05,0.100463,1e-05,1
D-111998-3,,,,,,,,,,,,,1e-05,0.201896,0.365071,0.001767,1e-05,0.256914,0.048744,0.125589,2
D-112889-3,,,,,,,,,,,,,1e-05,0.327236,0.46598,1e-05,0.005466,0.075216,1e-05,0.126072,2
D-112979-2,,,,,,,,,,,,,0.001796,0.178065,0.582386,1e-05,0.003896,0.107948,1e-05,0.125889,2
D-114896-6,,,,,,,,,,,,,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
D-115499-7,,,,,,,,,,,,,0.001315,0.131198,0.63869,1e-05,0.010964,0.004479,0.184343,0.029001,2
D-115976-5,,,,,,,,,,,,,0.002589,0.32279,0.35142,0.001581,0.013932,0.029174,0.09551,0.183003,2
D-117983-8,,,,,,,,,,,,,0.000296,0.343239,0.429392,1e-05,0.006155,0.022736,0.120233,0.077939,2
D-118658-6,,,,,,,,,,,,,1e-05,0.148903,1e-05,0.008426,0.019444,0.188437,0.491347,0.143423,6
D-118766-7,,,,,,,,,,,,,0.008624,0.036737,0.404469,0.005775,0.076946,0.037075,0.106002,0.324371,2
D-118847-5,,,,,,,,,,,,,1e-05,0.082892,0.262971,1e-05,0.041551,0.033652,0.519062,0.059852,6
D-118874-8,,,,,,,,,,,,,3.9e-05,0.152226,0.405008,0.000932,1e-05,0.006538,0.336974,0.098273,2
D-118964-7,,,,,,,,,,,,,1e-05,0.320902,0.337766,1e-05,0.015586,0.031969,0.190332,0.103426,2
D-119297-1,,,,,,,,,,,,,0.002073,0.121535,0.352535,1e-05,0.002282,1e-05,0.478477,0.043078,6
D-119657-7,,,,,,,,,,,,,1e-05,0.318111,0.360384,1e-05,1e-05,0.055776,0.096097,0.169602,2
D-119747-6,,,,,,,,,,,,,1e-05,0.622084,0.213055,0.001235,1e-05,0.126861,1e-05,0.036736,1
D-119855-7,,,,,,,,,,,,,1e-05,0.150609,0.308138,1e-05,1e-05,0.029579,0.440043,0.071601,6
D-119882-0,,,,,,,,,,,,,0.00959,0.143159,0.5222,1e-05,0.003424,0.030008,0.202362,0.089246,2
D-120998-2,,,,,,,,,,,,,0.002573,0.24672,0.027339,1e-05,1e-05,0.090325,0.529732,0.103291,6
D-121898-3,,,,,,,,,,,,,0.002148,0.140528,0.410743,1e-05,0.009254,0.083779,0.204564,0.148974,2
D-123887-4,,,,,,,,,,,,,0.000213,0.180712,0.48794,0.00402,1e-05,0.020333,0.260281,0.046491,2
D-123959-1,,,,,,,,,,,,,1e-05,0.384357,0.358794,0.001789,0.002055,0.189757,1e-05,0.063228,1
D-124679-4,,,,,,,,,,,,,1e-05,0.225532,0.186097,0.002722,1e-05,0.069687,0.412567,0.103375,6
D-124769-3,,,,,,,,,,,,,0.000378,0.118944,0.265641,1e-05,0.080075,0.441996,0.031476,0.06148,5
D-124778-4,,,,,,,,,,,,,1e-05,0.113905,0.567898,1e-05,0.06579,0.050866,0.138082,0.063439,2
D-124886-5,,,,,,,,,,,,,0.007856,0.199828,0.66143,0.002679,0.019536,1e-05,1e-05,0.108652,2
D-124985-5,,,,,,,,,,,,,1e-05,0.13402,0.660154,1e-05,1e-05,0.042302,0.039054,0.124439,2
D-125498-7,,,,,,,,,,,,,1e-05,0.167035,0.259,1e-05,0.000766,0.024029,0.501583,0.047567,6
D-125795-7,,,,,,,,,,,,,0.006788,0.315612,0.558392,1e-05,1e-05,0.009326,0.054752,0.055109,2
D-125975-5,,,,,,,,,,,,,4.6e-05,0.177158,0.213933,1e-05,1e-05,0.48141,1e-05,0.127423,5
D-126488-7,,,,,,,,,,,,,0.00201,0.183919,0.626818,1e-05,1e-05,0.020052,1e-05,0.167172,2
D-126596-8,,,,,,,,,,,,,0.006852,0.047157,1e-05,0.003998,0.070057,0.101002,0.180608,0.590317,7
D-126794-8,,,,,,,,,,,,,0.000101,0.162643,0.334273,0.00453,0.015639,0.042188,0.317099,0.123528,2
D-127298-9,,,,,,,,,,,,,0.000148,0.044501,0.157949,1e-05,0.030038,0.35826,0.307389,0.101704,5
D-127388-8,,,,,,,,,,,,,1e-05,0.313117,0.230226,0.001028,1e-05,0.074937,0.354321,0.026351,6
D-127478-7,,,,,,,,,,,,,1e-05,0.397752,0.54855,1e-05,6.9e-05,0.007758,0.017851,0.028,2
D-127586-8,,,,,,,,,,,,,0.001204,0.201401,0.395013,0.001347,1e-05,0.023295,0.19765,0.18008,2
D-127676-7,,,,,,,,,,,,,0.001122,0.292202,0.481591,0.000746,0.010494,0.001469,0.118557,0.09382,2
D-127829-2,,,,,,,,,,,,,0.001269,0.13814,0.59445,0.002396,0.01621,0.002661,0.16061,0.084264,2
D-127955-5,,,,,,,,,,,,,0.001202,0.171977,0.188618,0.001928,0.015095,0.191073,0.338282,0.091825,6
D-128297-0,,,,,,,,,,,,,1e-05,0.337661,0.378473,1e-05,1e-05,0.009673,0.04742,0.226743,2
D-128756-6,,,,,,,,,,,,,1e-05,0.610767,0.330886,0.001089,1e-05,1e-05,0.05208,0.005148,1
D-128792-0,,,,,,,,,,,,,1e-05,0.352343,0.513541,1e-05,0.002431,0.091464,1e-05,0.040191,2
D-128828-3,,,,,,,,,,,,,0.000678,0.201622,0.417737,0.000104,0.032421,1e-05,0.323307,0.024121,2
D-128873-8,,,,,,,,,,,,,0.008861,0.122176,0.185047,1e-05,1e-05,0.17896,0.466781,0.038155,6
D-128909-1,,,,,,,,,,,,,0.000357,0.344579,0.39093,0.000948,1e-05,0.129132,1e-05,0.134035,2
D-129089-0,,,,,,,,,,,,,1e-05,0.535855,1e-05,1e-05,1e-05,1e-05,0.458762,0.005333,1
D-129188-0,,,,,,,,,,,,,1e-05,0.176324,0.58225,0.001497,0.010439,0.050523,0.124616,0.054342,2
D-129197-1,,,,,,,,,,,,,1e-05,1e-05,1e-05,0.00796,0.022447,0.535899,0.288238,0.145426,5
D-129377-9,,,,,,,,,,,,,1e-05,0.277711,0.357713,0.004298,1e-05,0.060225,0.194964,0.105069,2
D-129467-8,,,,,,,,,,,,,0.021472,0.225943,0.425293,1.1e-05,1e-05,0.004236,0.180435,0.142599,2
D-129818-3,,,,,,,,,,,,,0.030134,0.186345,0.522645,0.005582,1e-05,0.080473,0.058492,0.11632,2
D-129980-0,,,,,,,,,,,,,0.88707,0.030168,0.082705,1e-05,1.6e-05,1e-05,1e-05,1e-05,0
D-132779-2,,,,,,,,,,,,,1e-05,0.631248,0.272657,0.004662,1e-05,0.018581,1e-05,0.072822,1
D-132887-3,,,,,,,,,,,,,0.001277,0.145051,0.690302,1.6e-05,0.001708,0.040779,1e-05,0.120857,2
D-133697-5,,,,,,,,,,,,,1e-05,0.052079,0.382019,1e-05,1e-05,0.04225,0.487433,0.036189,6
D-133769-2,,,,,,,,,,,,,0.002352,0.029986,0.662193,1e-05,0.00834,0.02013,0.237921,0.039069,2
D-133886-4,,,,,,,,,,,,,1e-05,0.146102,0.559729,0.00195,0.012124,0.028012,0.176643,0.075428,2
D-135389-6,,,,,,,,,,,,,1e-05,0.165202,0.62482,0.004729,0.029351,1e-05,0.110791,0.065087,2
D-135497-7,,,,,,,,,,,,,0.00024,0.10426,0.43561,1e-05,0.032546,0.025632,0.33051,0.071193,2
D-135695-7,,,,,,,,,,,,,0.000364,0.14724,0.493603,0.00075,0.02797,0.056916,0.182966,0.090192,2
D-135776-5,,,,,,,,,,,,,1e-05,0.300381,0.199901,1e-05,0.018955,0.190521,0.180796,0.109426,1
D-135875-5,,,,,,,,,,,,,0.005177,0.511199,0.285669,0.002401,1e-05,1e-05,0.108291,0.087244,1
D-135992-7,,,,,,,,,,,,,1e-05,0.060831,0.269005,0.002237,1e-05,0.060879,0.38215,0.224879,6
D-136298-8,,,,,,,,,,,,,1e-05,0.200992,0.587801,0.002972,1e-05,0.000445,0.157898,0.049871,2
D-136964-5,,,,,,,,,,,,,1e-05,0.592999,0.165645,0.023102,1e-05,0.12616,0.092064,1e-05,1
D-137279-7,,,,,,,,,,,,,0.001003,0.175932,0.579506,1e-05,0.005484,0.065581,0.066359,0.106125,2
D-137297-9,,,,,,,,,,,,,1e-05,1e-05,0.17711,0.00518,0.060387,0.140721,1e-05,0.616572,7
D-137639-3,,,,,,,,,,,,,0.000572,0.228644,0.361699,0.001949,1e-05,0.032334,0.244244,0.130548,2
D-137675-7,,,,,,,,,,,,,1e-05,0.243728,0.358326,1e-05,1e-05,0.230065,1e-05,0.167841,2
D-137729-2,,,,,,,,,,,,,1e-05,0.103788,0.05273,1e-05,0.024496,0.228314,0.442691,0.147961,6
D-137837-3,,,,,,,,,,,,,1e-05,0.023401,0.545768,0.001609,0.020359,0.027134,0.341844,0.039875,2
D-137855-5,,,,,,,,,,,,,2.6e-05,0.172388,0.62072,0.002994,0.010304,0.024754,0.058116,0.110698,2
D-138449-5,,,,,,,,,,,,,1e-05,0.152426,0.470152,0.000419,1e-05,0.029602,0.238256,0.109124,2
D-138584-9,,,,,,,,,,,,,1e-05,0.085364,0.190359,1e-05,0.086277,0.028981,0.472421,0.136578,6
D-138656-6,,,,,,,,,,,,,0.004623,0.076963,0.285106,0.006661,0.030078,1e-05,0.543369,0.053189,6
D-138764-7,,,,,,,,,,,,,0.000719,0.189834,0.332529,1e-05,0.009282,0.117037,0.096801,0.253787,2
D-138791-0,,,,,,,,,,,,,1e-05,0.235695,0.406333,1e-05,0.027784,0.028885,0.214999,0.086284,2
D-138962-7,,,,,,,,,,,,,0.000647,0.072316,0.281926,0.000606,0.001794,0.331483,0.218484,0.092743,5
D-139439-5,,,,,,,,,,,,,0.589462,0.003929,0.038942,1e-05,0.027433,1e-05,0.299253,0.040961,0
D-139493-1,,,,,,,,,,,,,1e-05,0.375294,0.029234,0.008659,1e-05,0.220491,0.244051,0.122252,1
D-139547-6,,,,,,,,,,,,,0.001,0.240465,0.40164,0.001343,0.007063,0.042514,0.221569,0.084406,2
D-139664-8,,,,,,,,,,,,,1e-05,0.112803,0.288462,1e-05,0.036727,0.159005,0.387521,0.015461,6
D-139682-0,,,,,,,,,,,,,0.001465,0.199204,0.567064,0.005778,0.024792,0.043603,0.026998,0.131096,2
D-139781-0,,,,,,,,,,,,,1e-05,0.126149,0.311403,1e-05,1e-05,0.076552,0.38775,0.098116,6
D-139907-2,,,,,,,,,,,,,0.000863,0.254501,0.444945,0.001439,0.015431,0.095708,1e-05,0.187102,2
D-139925-4,,,,,,,,,,,,,1e-05,0.08156,0.246247,0.004057,0.11066,0.176437,0.369146,0.011883,6
D-140888-1,,,,,,,,,,,,,1e-05,0.498792,0.239213,0.007105,0.008354,0.00444,0.236249,0.005835,1
D-142499-4,,,,,,,,,,,,,0.006429,1e-05,0.179938,0.0046,0.07489,0.009596,1e-05,0.724527,7
D-142679-2,,,,,,,,,,,,,1e-05,0.267056,0.344991,1e-05,1e-05,0.260513,1e-05,0.1274,2
D-142688-3,,,,,,,,,,,,,0.002163,0.379764,0.252931,0.00753,0.04993,0.263697,0.018715,0.025269,1
D-142697-4,,,,,,,,,,,,,0.001313,0.122084,0.318853,1e-05,1e-05,0.010728,0.456069,0.090933,6
D-142886-3,,,,,,,,,,,,,0.001324,0.007835,0.195884,0.002598,0.004274,0.256583,0.402589,0.128913,6
D-142958-0,,,,,,,,,,,,,0.955283,1e-05,1e-05,0.023104,1e-05,0.008822,0.012751,1e-05,0
D-142994-4,,,,,,,,,,,,,0.000995,0.135762,0.093566,0.002394,0.022179,1e-05,0.682451,0.062644,6
D-143759-1,,,,,,,,,,,,,0.010296,0.138374,0.33142,0.001042,1e-05,0.023137,0.354921,0.1408,6
D-143768-2,,,,,,,,,,,,,0.00031,0.078291,0.251938,0.000605,0.036238,1e-05,0.539501,0.093106,6
D-143957-1,,,,,,,,,,,,,0.001577,0.117656,0.313814,0.004125,0.080115,0.088014,0.305221,0.089479,2
D-144587-5,,,,,,,,,,,,,1e-05,0.191931,0.464775,1e-05,1e-05,0.098044,0.095737,0.149482,2
D-144596-6,,,,,,,,,,,,,1e-05,0.183982,0.519555,1e-05,0.0103,0.096702,0.076695,0.112746,2
D-144749-1,,,,,,,,,,,,,1e-05,0.166177,0.282963,1e-05,1e-05,0.030905,0.391272,0.128652,6
D-144758-2,,,,,,,,,,,,,0.001519,0.104858,0.249126,0.002902,0.050694,0.01121,0.541135,0.038557,6
D-144839-0,,,,,,,,,,,,,1e-05,0.187619,0.486287,0.003788,0.045159,0.025683,0.12088,0.130574,2
D-144875-4,,,,,,,,,,,,,1e-05,0.063953,0.487775,1e-05,1e-05,0.056863,0.3292,0.062179,2
D-144884-5,,,,,,,,,,,,,0.0018,0.117367,0.369212,0.00122,0.023203,0.07265,0.361583,0.052966,2
D-144929-9,,,,,,,,,,,,,1e-05,0.270902,0.122629,1e-05,1e-05,1e-05,0.522525,0.083904,6
D-145676-5,,,,,,,,,,,,,1e-05,1e-05,0.929879,1e-05,1e-05,0.030109,0.039962,1e-05,2
D-145937-1,,,,,,,,,,,,,1e-05,0.182844,0.499674,0.000848,1e-05,0.063789,0.112132,0.140694,2
D-145955-3,,,,,,,,,,,,,1e-05,0.122874,0.021866,0.00058,1e-05,0.036364,0.779159,0.039136,6
D-145982-6,,,,,,,,,,,,,1e-05,0.146979,0.066504,1e-05,0.009156,0.420821,0.036008,0.320513,5
D-146099-8,,,,,,,,,,,,,0.001761,0.343691,0.282985,0.052852,0.011002,0.018476,0.262285,0.026948,1
D-146585-7,,,,,,,,,,,,,0.002176,0.156884,0.121638,1e-05,1e-05,0.087196,0.352204,0.279881,6
D-146909-9,,,,,,,,,,,,,1e-05,0.313899,0.321577,0.003893,1e-05,0.261186,1e-05,0.099415,2
