Sample,Population code,Population,Superpopulation code,Superpopulation,Source,Latitude,Longitude,Region,Sample Alias,Country,Town,Single_Ancestry,0,1,2,3,4,5,6,7,8,assignment
Q-041137-2,,,,,,,,,,,,,0.171785,0.390296,1e-05,0.230619,0.08529,1e-05,0.121969,1e-05,1e-05,1
Q-041146-3,,,,,,,,,,,,,0.162448,0.017228,0.004562,0.241599,0.302287,0.196619,0.07418,0.001066,1e-05,4
Q-041173-6,,,,,,,,,,,,,0.326872,0.008617,0.00033,0.002763,0.061966,0.498009,0.07317,1e-05,0.028263,5
Q-041371-6,,,,,,,,,,,,,0.327981,0.113426,1e-05,0.133736,0.110074,0.205924,0.094009,0.003309,0.011533,0
Q-041443-3,,,,,,,,,,,,,0.353174,0.06648,1e-05,0.268563,0.038595,0.157985,0.104492,1e-05,0.010692,0
Q-041722-1,,,,,,,,,,,,,0.366766,0.002791,0.003079,0.346398,0.12123,1e-05,0.153766,1e-05,0.00595,0
Q-042163-6,,,,,,,,,,,,,0.143262,0.012263,1e-05,0.018911,0.313047,0.411767,0.047732,1e-05,0.052999,5
Q-042361-6,,,,,,,,,,,,,0.146803,0.02763,0.013506,0.097947,0.115436,0.497689,0.042744,1e-05,0.058235,5
Q-042523-2,,,,,,,,,,,,,0.224395,0.017187,1e-05,0.181745,0.072578,0.384194,0.095642,0.003391,0.020859,5
Q-042703-0,,,,,,,,,,,,,0.29166,0.060005,0.008936,0.153179,0.210066,0.189985,0.074407,0.011752,1e-05,0
Q-043180-9,,,,,,,,,,,,,0.359653,0.034504,0.104114,0.086665,0.140357,0.196917,0.069985,0.003274,0.00453,0
Q-043315-2,,,,,,,,,,,,,0.34042,0.065725,1e-05,0.12275,0.205001,0.111269,0.113445,7.3e-05,0.041308,0
Q-043342-5,,,,,,,,,,,,,0.018552,0.34118,1e-05,0.136322,0.074828,0.348643,0.061308,1e-05,0.019148,5
Q-043423-3,,,,,,,,,,,,,0.413025,0.022506,1.7e-05,0.274352,0.104809,1e-05,0.119707,1e-05,0.065564,0
Q-043513-2,,,,,,,,,,,,,0.252132,0.206121,1e-05,0.200026,0.168468,0.083029,0.090193,1e-05,1e-05,0
Q-043711-2,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,7
Q-044053-7,,,,,,,,,,,,,0.146684,0.000223,1e-05,1e-05,1e-05,0.768923,0.017684,1e-05,0.066447,5
Q-044080-0,,,,,,,,,,,,,0.160933,0.555875,1e-05,0.088362,0.126709,1e-05,0.067999,9.2e-05,1e-05,1
Q-044143-6,,,,,,,,,,,,,0.209164,0.056759,1e-05,0.128677,0.083644,0.439403,0.082321,1e-05,1e-05,5
Q-044161-8,,,,,,,,,,,,,0.2267,1e-05,1e-05,1e-05,1e-05,0.725759,0.047481,1e-05,1e-05,5
Q-044323-4,,,,,,,,,,,,,0.371695,0.051407,0.004878,0.247542,0.132374,0.073586,0.117768,0.00074,1e-05,0
Q-044350-7,,,,,,,,,,,,,1e-05,0.056223,1e-05,1e-05,1e-05,0.202626,0.024125,1e-05,0.716975,8
Q-044611-3,,,,,,,,,,,,,0.171478,1e-05,1e-05,0.265796,0.127554,0.348146,0.083421,0.003574,1e-05,5
Q-045133-6,,,,,,,,,,,,,1e-05,1e-05,0.002551,1e-05,0.736924,0.153549,0.026272,0.007186,0.073488,4
Q-045313-4,,,,,,,,,,,,,0.334482,0.069772,0.001575,0.161543,0.197686,0.118692,0.11623,1e-05,1e-05,0
Q-045340-7,,,,,,,,,,,,,0.342076,0.034183,0.01316,0.214964,0.070083,0.172119,0.128033,1e-05,0.025372,0
Q-045430-6,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,8
Q-046024-6,,,,,,,,,,,,,0.351628,0.119778,0.006237,0.244741,0.09078,0.051866,0.109502,1e-05,0.025458,0
Q-047050-0,,,,,,,,,,,,,0.135378,0.023386,0.377318,1e-05,0.177014,0.014374,0.151575,0.120935,1e-05,2
Q-047122-7,,,,,,,,,,,,,1e-05,0.099617,1e-05,0.317477,1e-05,0.529904,0.052952,1e-05,1e-05,5
Q-048112-7,,,,,,,,,,,,,0.031943,1e-05,0.909884,0.019739,1e-05,1e-05,0.021328,0.003784,0.013292,2
Q-048301-6,,,,,,,,,,,,,0.092307,0.086882,1e-05,0.262613,0.013098,0.418614,0.072281,1e-05,0.054185,5
Q-048400-6,,,,,,,,,,,,,0.300381,0.063544,1e-05,0.46995,1e-05,1e-05,0.143811,0.011913,0.010372,3
Q-050038-1,,,,,,,,,,,,,0.014951,0.017467,1e-05,1e-05,0.004407,1e-05,0.012275,1e-05,0.95086,8
Q-050137-1,,,,,,,,,,,,,0.399486,0.061201,0.003289,0.30489,0.094261,1e-05,0.136844,1e-05,1e-05,0
Q-050155-3,,,,,,,,,,,,,1e-05,0.405876,0.000649,1e-05,0.331305,0.195571,0.004969,0.010426,0.051185,1
Q-050173-5,,,,,,,,,,,,,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2
Q-050353-3,,,,,,,,,,,,,0.217723,1e-05,0.001268,0.345812,0.087553,0.23265,0.102731,0.003408,0.008844,3
Q-050551-3,,,,,,,,,,,,,0.025757,0.122138,0.014924,0.121689,0.233205,0.482256,1e-05,1e-05,1e-05,5
Q-050731-1,,,,,,,,,,,,,0.22569,0.052814,0.000579,0.090357,0.103314,0.440245,0.083992,0.002998,1e-05,5
Q-051082-7,,,,,,,,,,,,,0.22738,0.068273,0.009446,0.172085,1e-05,0.395349,0.082698,1e-05,0.044749,5
Q-051208-9,,,,,,,,,,,,,0.378342,0.069221,0.000575,0.204843,0.082503,0.1317,0.122325,0.002417,0.008074,0
Q-051217-0,,,,,,,,,,,,,0.169958,0.03052,1e-05,0.559843,0.019472,0.065587,0.134306,0.014353,0.005952,3
Q-051271-6,,,,,,,,,,,,,0.308797,1e-05,1e-05,0.142969,0.122965,0.335438,0.089792,1e-05,1e-05,5
Q-051433-2,,,,,,,,,,,,,0.499894,0.041337,1e-05,0.174918,0.07666,0.083584,0.123576,1e-05,1e-05,0
Q-051613-0,,,,,,,,,,,,,0.266707,0.077933,1e-05,0.162449,0.197535,0.197271,0.092624,0.000508,0.004963,0
Q-051631-2,,,,,,,,,,,,,0.334561,0.071433,0.001469,0.164547,0.124286,0.164434,0.102352,0.001205,0.035715,0
Q-051721-1,,,,,,,,,,,,,0.181312,0.042014,1e-05,0.147896,0.086454,0.452757,0.089537,1e-05,1e-05,5
Q-052009-0,,,,,,,,,,,,,0.147977,0.18754,0.001759,0.135454,0.160554,0.310531,0.051995,0.004181,1e-05,5
Q-052027-2,,,,,,,,,,,,,1e-05,0.200945,1e-05,0.263787,1e-05,0.443098,0.069342,0.022788,1e-05,5
Q-052360-6,,,,,,,,,,,,,0.017215,0.029673,0.001838,0.104353,0.134693,0.632134,0.016399,0.000644,0.06305,5
Q-052612-1,,,,,,,,,,,,,0.233025,0.020863,0.000755,0.125458,0.218953,0.333208,0.065872,0.001856,1e-05,5
Q-052720-2,,,,,,,,,,,,,0.09118,0.047898,0.000924,0.077215,0.090714,0.651433,0.017353,1e-05,0.023272,5
Q-053053-6,,,,,,,,,,,,,0.450014,0.020433,0.00045,0.202353,0.058795,0.084438,0.124281,0.000328,0.058908,0
Q-053125-3,,,,,,,,,,,,,0.120462,0.106442,1e-05,0.375502,1e-05,0.278621,0.111553,0.003918,0.003483,3
Q-053134-4,,,,,,,,,,,,,0.310686,0.124687,0.00121,0.240895,0.168379,1e-05,0.108812,1e-05,0.045311,0
Q-053152-6,,,,,,,,,,,,,0.255024,0.026969,0.000619,0.121637,0.148013,0.373148,0.074571,1e-05,1e-05,5
Q-053206-1,,,,,,,,,,,,,0.427307,0.325976,1e-05,0.075125,0.042522,1e-05,0.115235,0.002397,0.011418,0
Q-053422-3,,,,,,,,,,,,,1e-05,1e-05,0.587798,0.000513,0.013968,0.397671,1e-05,1e-05,1e-05,2
Q-053530-4,,,,,,,,,,,,,0.2451,0.042616,0.000288,0.173221,0.205991,0.221494,0.094808,1e-05,0.016472,0
Q-054214-3,,,,,,,,,,,,,0.227335,0.010247,0.000747,0.111075,0.122224,0.459698,0.054329,1e-05,0.014336,5
Q-054331-5,,,,,,,,,,,,,0.230215,0.101586,1e-05,0.358604,0.063153,0.122081,0.121241,0.0031,1e-05,3
Q-054421-4,,,,,,,,,,,,,0.289638,1e-05,0.002059,0.103499,0.094536,0.381911,0.085366,0.003822,0.03916,5
Q-054502-2,,,,,,,,,,,,,0.208485,0.336146,0.001321,0.167156,0.158601,1e-05,0.108527,0.004142,0.015611,1
Q-055231-6,,,,,,,,,,,,,0.725943,0.028403,1e-05,1e-05,1e-05,0.100448,0.143659,0.001507,1e-05,0
Q-055330-6,,,,,,,,,,,,,0.362712,0.022031,0.004922,0.127159,0.054358,0.331657,0.096677,1e-05,0.000475,0
Q-056203-4,,,,,,,,,,,,,0.217833,0.042835,1e-05,1e-05,0.099783,0.613307,0.026201,1e-05,1e-05,5
Q-056230-7,,,,,,,,,,,,,0.396563,1e-05,0.007986,0.168294,0.153888,0.13924,0.104829,1e-05,0.02918,0
Q-056500-4,,,,,,,,,,,,,0.158052,1e-05,1e-05,0.108412,0.038301,0.62401,0.060901,0.000275,0.01003,5
Q-057013-6,,,,,,,,,,,,,0.171702,0.020556,0.001481,1e-05,0.094791,0.666408,0.045032,1e-05,1e-05,5
Q-057112-6,,,,,,,,,,,,,1e-05,1e-05,0.985455,1e-05,0.000763,1e-05,0.005712,0.008021,1e-05,2
Q-058210-7,,,,,,,,,,,,,0.078427,0.012303,0.617693,0.010786,1e-05,0.254556,1e-05,1e-05,0.026205,2
Q-059101-7,,,,,,,,,,,,,0.421446,1e-05,0.000714,0.20506,0.109533,0.112986,0.148205,0.002035,1e-05,0
Q-060136-1,,,,,,,,,,,,,1e-05,1.2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999918,1e-05,7
Q-060460-4,,,,,,,,,,,,,0.283655,0.010095,0.000533,0.236289,0.110221,0.202801,0.089641,0.00063,0.066135,0
Q-060541-2,,,,,,,,,,,,,0.099304,0.504822,1e-05,1e-05,0.216541,0.099205,0.075526,0.004572,1e-05,1
Q-060640-2,,,,,,,,,,,,,0.042582,0.092574,0.002079,0.199048,0.198656,0.404026,0.059134,0.001891,1e-05,5
Q-060712-9,,,,,,,,,,,,,0.400876,0.031848,1e-05,0.067054,1e-05,0.404772,0.085544,1e-05,0.009876,5
Q-061018-0,,,,,,,,,,,,,0.274169,1e-05,0.009518,0.188716,0.166482,0.269193,0.091891,1e-05,1e-05,0
Q-061108-9,,,,,,,,,,,,,0.217542,0.246334,1e-05,0.085366,0.07833,0.268471,0.066623,0.008323,0.029,5
Q-061261-5,,,,,,,,,,,,,0.291025,0.080537,1e-05,0.274124,0.218216,1e-05,0.113216,0.000745,0.022117,0
Q-061324-1,,,,,,,,,,,,,0.134528,0.247214,1e-05,0.113451,0.112864,0.27869,0.060509,0.006668,0.046065,5
Q-061504-9,,,,,,,,,,,,,0.257297,0.235157,1e-05,0.206903,0.141165,0.013117,0.122805,1e-05,0.023536,0
Q-061612-0,,,,,,,,,,,,,0.345552,0.029499,1e-05,0.259765,0.124788,0.117883,0.122482,1e-05,1e-05,0
Q-061621-1,,,,,,,,,,,,,0.093476,0.036845,1e-05,0.43422,0.008853,0.323362,0.09472,0.000865,0.00765,3
Q-061630-2,,,,,,,,,,,,,0.27179,0.236008,1e-05,0.238801,0.143539,0.001991,0.098284,1e-05,0.009567,0
Q-062350-5,,,,,,,,,,,,,0.2671,1e-05,1e-05,0.136886,0.057563,0.445292,0.070959,1e-05,0.02217,5
Q-062413-1,,,,,,,,,,,,,0.387319,0.000189,0.002128,0.187055,0.094364,0.194151,0.10424,1e-05,0.030544,0
Q-063025-3,,,,,,,,,,,,,1e-05,0.006708,0.667659,0.018462,0.021668,0.210889,1e-05,1e-05,0.074582,2
Q-063214-2,,,,,,,,,,,,,0.426318,1e-05,0.002134,0.175011,0.101291,0.156217,0.121734,0.012506,0.004778,0
Q-063250-6,,,,,,,,,,,,,0.220041,0.125194,1.7e-05,0.02341,0.141743,0.436091,0.053484,1e-05,1e-05,5
Q-063412-2,,,,,,,,,,,,,0.407149,1e-05,0.001726,0.18018,0.109249,0.177673,0.115371,1e-05,0.008631,0
Q-063511-2,,,,,,,,,,,,,0.453007,0.016234,1e-05,0.038993,0.110037,0.288248,0.09345,1e-05,1e-05,0
Q-063700-1,,,,,,,,,,,,,0.317414,0.002076,0.000379,0.120749,0.039584,0.436559,0.08322,1e-05,1e-05,5
Q-064321-4,,,,,,,,,,,,,0.273059,0.254274,0.000498,0.237337,0.077422,0.054485,0.0834,0.001954,0.01757,0
Q-065014-4,,,,,,,,,,,,,0.04226,0.130766,1e-05,0.085004,0.187259,0.550116,1e-05,1e-05,0.004564,5
Q-066040-8,,,,,,,,,,,,,0.18721,0.077583,1e-05,0.389002,0.039639,0.21489,0.091646,1e-05,1e-05,3
Q-066211-5,,,,,,,,,,,,,0.345165,0.023521,0.007944,0.153351,0.050937,0.29464,0.114371,0.00124,0.00883,0
Q-067003-5,,,,,,,,,,,,,0.44656,0.054369,1e-05,0.210778,0.150643,0.005739,0.131881,1e-05,1e-05,0
Q-067300-5,,,,,,,,,,,,,0.42207,0.062068,1e-05,0.293927,0.056501,1e-05,0.165393,1e-05,1e-05,0
Q-070009-8,,,,,,,,,,,,,0.215845,0.062006,0.001265,0.09314,0.240343,0.296194,0.071908,0.000689,0.01861,5
Q-070027-0,,,,,,,,,,,,,0.492898,0.045631,0.008758,0.043502,0.096403,0.216934,0.095853,1e-05,1e-05,0
Q-070045-2,,,,,,,,,,,,,0.458858,0.03128,0.002889,0.22703,0.142578,1e-05,0.135025,0.002319,1e-05,0
Q-070153-3,,,,,,,,,,,,,0.015535,0.813664,1e-05,0.083624,1e-05,1e-05,0.081935,0.005202,1e-05,1
Q-070234-1,,,,,,,,,,,,,0.225722,0.04078,0.001597,0.369775,0.1003,0.155152,0.093753,0.000191,0.012729,3
Q-070252-3,,,,,,,,,,,,,0.204611,1e-05,0.005185,0.009829,1e-05,0.628122,0.040409,1e-05,0.111813,5
Q-070324-0,,,,,,,,,,,,,0.134816,0.746193,1e-05,1e-05,1e-05,1e-05,0.076288,0.004984,0.037678,1
Q-070540-2,,,,,,,,,,,,,0.212943,0.180324,1e-05,0.296437,0.184332,0.002233,0.123701,1e-05,1e-05,3
Q-071053-4,,,,,,,,,,,,,0.328846,0.038164,0.005536,0.079047,0.015336,0.426021,0.094206,0.002525,0.010318,5
Q-071062-5,,,,,,,,,,,,,0.531901,0.024877,0.006849,0.141451,0.114028,0.049994,0.13088,1e-05,1e-05,0
Q-071314-0,,,,,,,,,,,,,0.16971,0.007043,0.001602,0.107497,0.120179,0.543013,0.050936,1e-05,1e-05,5
Q-071323-1,,,,,,,,,,,,,0.166959,0.210281,1e-05,0.361095,0.13556,1e-05,0.123896,0.002179,1e-05,3
Q-071503-9,,,,,,,,,,,,,0.159097,0.144976,1e-05,0.075737,0.140471,0.409713,0.069976,1e-05,1e-05,5
Q-072151-5,,,,,,,,,,,,,0.291091,0.135967,1e-05,0.137823,0.23333,0.106311,0.095448,1e-05,1e-05,0
Q-072205-0,,,,,,,,,,,,,0.093889,0.027106,1e-05,0.537096,1e-05,0.169973,0.099419,0.004719,0.067778,3
Q-073150-6,,,,,,,,,,,,,0.464469,0.045571,0.000445,0.180502,0.124411,0.034569,0.116645,1e-05,0.033377,0
Q-073330-4,,,,,,,,,,,,,0.343993,0.210417,0.000305,0.201015,0.124946,1e-05,0.113948,0.005356,1e-05,0
Q-074014-3,,,,,,,,,,,,,0.283943,0.061024,1e-05,0.266024,0.18788,0.088303,0.087552,1e-05,0.025253,0
Q-074500-2,,,,,,,,,,,,,0.468059,0.069486,1e-05,0.167545,1e-05,0.156921,0.137949,1e-05,1e-05,0
Q-075112-4,,,,,,,,,,,,,0.08885,0.359925,1e-05,1e-05,0.427807,1e-05,0.06805,0.009948,0.04539,4
Q-075211-4,,,,,,,,,,,,,0.519593,0.012424,1e-05,0.039971,0.047129,0.227439,0.153414,1e-05,1e-05,0
Q-075220-5,,,,,,,,,,,,,0.411023,0.032848,1e-05,0.181858,0.174799,0.090872,0.108571,1e-05,1e-05,0
Q-075310-4,,,,,,,,,,,,,0.252871,1e-05,0.002669,0.197731,0.186106,0.208056,0.107973,1e-05,0.044573,0
Q-078001-6,,,,,,,,,,,,,1e-05,1e-05,0.014903,1e-05,0.754344,0.100413,0.029401,0.000892,0.100016,4
Q-080305-8,,,,,,,,,,,,,0.15881,0.004749,0.026553,0.056133,0.063225,0.629943,0.050037,0.002747,0.007803,5
Q-080314-9,,,,,,,,,,,,,0.267315,0.280824,1e-05,0.195603,0.11897,1e-05,0.117294,1e-05,0.019964,1
Q-080602-8,,,,,,,,,,,,,0.178059,1e-05,0.00022,0.154668,0.117507,0.494816,0.054699,1e-05,1e-05,5
Q-081007-9,,,,,,,,,,,,,0.22692,0.069994,0.002024,0.25612,0.132205,0.196855,0.102127,1e-05,0.013744,3
Q-081043-3,,,,,,,,,,,,,0.324852,0.007723,0.001226,0.21536,0.100029,0.228945,0.097799,1e-05,0.024055,0
Q-081061-5,,,,,,,,,,,,,0.233665,0.149201,0.000826,0.201385,0.291535,1e-05,0.103139,1e-05,0.020229,4
Q-081142-3,,,,,,,,,,,,,0.277486,1e-05,0.043917,0.004198,0.29115,1e-05,0.279022,0.066987,0.037221,4
Q-081214-0,,,,,,,,,,,,,0.138695,0.508376,1e-05,0.094069,0.12074,0.07737,0.060719,1e-05,1e-05,1
Q-081250-4,,,,,,,,,,,,,0.275379,0.031395,0.000785,0.144819,0.300458,0.161594,0.075499,0.010062,1e-05,4
Q-081313-0,,,,,,,,,,,,,0.20682,0.388574,0.005083,0.080225,0.067858,0.137306,0.071666,0.002582,0.039884,1
Q-081430-2,,,,,,,,,,,,,0.437945,0.114195,1e-05,1e-05,0.041702,0.293923,0.105995,1e-05,0.006209,0
Q-081511-0,,,,,,,,,,,,,0.204911,0.03941,1e-05,0.299469,0.203321,0.127575,0.120351,1e-05,0.004943,3
Q-081601-9,,,,,,,,,,,,,0.655488,1e-05,1e-05,1e-05,1e-05,0.211331,0.133121,1e-05,1e-05,0
Q-081700-9,,,,,,,,,,,,,0.014899,0.034224,0.005819,1e-05,0.392244,1e-05,0.030016,1e-05,0.522768,8
Q-082114-1,,,,,,,,,,,,,0.087349,0.05473,0.000774,0.146764,0.12801,0.518047,0.048255,0.001122,0.014949,5
Q-082402-0,,,,,,,,,,,,,0.380026,0.014221,1e-05,0.175446,0.094049,0.212472,0.123756,1e-05,1e-05,0
Q-084004-2,,,,,,,,,,,,,0.390406,0.046551,0.001079,0.200411,0.140523,0.097686,0.123325,1e-05,1e-05,0
Q-084040-6,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,7
Q-087010-6,,,,,,,,,,,,,0.095965,0.7649,1e-05,1e-05,0.024284,1e-05,0.085407,1e-05,0.029404,1
Q-089979-2,,,,,,,,,,,,,0.352303,0.016318,0.000202,0.032277,0.072054,0.445867,0.080958,1e-05,1e-05,5
Q-090007-8,,,,,,,,,,,,,0.425221,1e-05,0.001164,0.200659,0.151389,0.136355,0.085181,1e-05,1e-05,0
Q-090223-0,,,,,,,,,,,,,0.052247,0.316312,1e-05,0.073844,0.173347,0.298958,0.078244,0.002185,0.004852,1
Q-090520-0,,,,,,,,,,,,,0.308322,0.073112,0.001375,0.270988,0.222645,1e-05,0.111016,1e-05,0.012522,0
Q-091141-3,,,,,,,,,,,,,0.274551,0.071707,1e-05,0.117683,0.170167,0.274565,0.067896,0.002902,0.020519,5
Q-092032-3,,,,,,,,,,,,,0.400777,0.042444,0.002634,0.315066,0.047796,0.014075,0.139694,1e-05,0.037505,0
Q-092041-4,,,,,,,,,,,,,1e-05,0.396699,3.9e-05,1e-05,0.096454,0.466974,0.013144,1e-05,0.026659,5
Q-092410-1,,,,,,,,,,,,,0.055375,0.216196,1e-05,0.209619,0.064159,0.393953,0.054707,0.005971,1e-05,5
Q-093031-4,,,,,,,,,,,,,0.035277,0.1849,1e-05,1e-05,0.127031,0.652742,1e-05,1e-05,1e-05,5
Q-093040-5,,,,,,,,,,,,,1e-05,0.048643,1e-05,1e-05,0.4076,0.499683,1e-05,1e-05,0.044024,5
Q-093112-2,,,,,,,,,,,,,0.470335,1e-05,0.000798,0.165759,0.095097,0.127064,0.140003,0.000924,1e-05,0
Q-094003-2,,,,,,,,,,,,,0.055559,0.268319,1e-05,0.194904,0.096523,0.319069,0.061083,0.004524,1e-05,5
Q-094012-3,,,,,,,,,,,,,0.094197,0.63209,0.00122,0.003612,0.195019,1e-05,0.060986,0.012856,1e-05,1
Q-098898-3,,,,,,,,,,,,,0.129236,0.223886,1e-05,0.15115,0.147891,0.248279,0.053896,0.013229,0.032423,5
Q-099888-3,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,0.026749,1e-05,0.015323,1e-05,0.957868,8
Q-099978-2,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,1.1e-05,1e-05,1e-05,0.999919,1e-05,7
Q-100258-4,,,,,,,,,,,,,0.018907,0.463256,1e-05,0.141804,0.043895,0.262336,0.069772,1e-05,1e-05,1
Q-100375-6,,,,,,,,,,,,,0.472642,0.041679,0.000628,0.209588,0.054559,0.079407,0.141477,1e-05,1e-05,0
Q-100447-3,,,,,,,,,,,,,0.12211,0.008458,0.0017,0.052167,0.2011,0.518316,0.027847,1e-05,0.06829,5
Q-100474-6,,,,,,,,,,,,,0.525469,0.024422,0.000949,0.185179,0.116204,0.008709,0.139048,1e-05,1e-05,0
Q-100609-9,,,,,,,,,,,,,0.166622,0.062319,0.001301,0.178802,0.242258,0.278758,0.069921,1e-05,1e-05,5
Q-100681-7,,,,,,,,,,,,,1e-05,0.016226,0.942134,1e-05,1e-05,0.032728,0.008863,1e-05,1e-05,2
Q-100825-1,,,,,,,,,,,,,0.053465,0.205056,2.4e-05,0.010776,0.42511,0.16064,0.05028,0.00805,0.086599,4
Q-100861-5,,,,,,,,,,,,,0.298049,0.044949,0.005133,0.150531,0.122759,0.282205,0.096354,1e-05,1e-05,0
Q-101383-8,,,,,,,,,,,,,0.195625,0.152329,0.000164,0.230284,0.208931,0.125601,0.083951,0.003105,1e-05,3
Q-101392-9,,,,,,,,,,,,,0.280859,0.054147,0.000797,0.137744,0.159073,0.280523,0.086837,1e-05,1e-05,0
Q-101419-1,,,,,,,,,,,,,0.242286,0.072902,1e-05,0.285368,0.207872,0.065941,0.103683,0.002085,0.019853,3
Q-101518-1,,,,,,,,,,,,,0.116045,1e-05,0.841735,0.013696,0.003615,1e-05,0.021569,0.00331,1e-05,2
Q-101626-2,,,,,,,,,,,,,1e-05,1e-05,0.00026,1e-05,1e-05,1e-05,1e-05,0.001487,0.998194,8
Q-101635-3,,,,,,,,,,,,,0.092996,1e-05,1e-05,0.008262,0.147746,0.733797,0.0055,0.011669,1e-05,5
Q-101860-6,,,,,,,,,,,,,0.28401,0.011398,0.001071,1e-05,0.236444,0.357362,0.08553,0.011594,0.012581,5
Q-101914-1,,,,,,,,,,,,,0.331006,0.175047,1e-05,0.243999,0.074901,0.042104,0.132458,0.000464,1e-05,0
Q-101923-2,,,,,,,,,,,,,0.383477,0.062038,0.004281,0.073513,0.085727,0.294827,0.096117,1e-05,1e-05,0
Q-102247-5,,,,,,,,,,,,,0.489583,1e-05,0.000572,0.197575,0.094588,0.103206,0.114446,1e-05,1e-05,0
Q-102274-8,,,,,,,,,,,,,0.191191,0.218323,1e-05,0.173087,0.138408,0.136948,0.10332,0.001135,0.037577,1
Q-102373-8,,,,,,,,,,,,,0.648609,0.022505,1e-05,0.073649,0.070763,0.022932,0.161512,1e-05,1e-05,0
Q-102922-3,,,,,,,,,,,,,0.044556,0.008521,0.913977,0.031192,0.001364,1e-05,0.00036,1e-05,1e-05,2
Q-103093-1,,,,,,,,,,,,,0.04374,0.073922,1e-05,0.130815,0.405031,0.231699,0.045404,0.006909,0.062468,4
Q-103282-0,,,,,,,,,,,,,0.282123,0.07743,0.006417,1e-05,0.432007,0.046799,0.079748,1e-05,0.075457,4
Q-103345-6,,,,,,,,,,,,,0.481296,1e-05,1e-05,1e-05,1e-05,0.368623,0.114428,1e-05,0.035603,0
Q-103381-0,,,,,,,,,,,,,1e-05,0.474829,1e-05,1e-05,0.1432,0.283558,0.023686,0.031142,0.043556,1
Q-103417-3,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,7
Q-103453-7,,,,,,,,,,,,,1e-05,0.051503,0.001579,0.083622,0.090358,0.772898,1e-05,1e-05,1e-05,5
Q-103516-3,,,,,,,,,,,,,0.259217,0.083459,1e-05,0.219281,0.204858,0.09117,0.099388,1e-05,0.042606,0
Q-103525-4,,,,,,,,,,,,,0.345129,0.010849,1e-05,0.100053,0.093322,0.361571,0.086532,0.002524,1e-05,5
Q-103534-5,,,,,,,,,,,,,0.166304,1e-05,1e-05,0.098605,0.044797,0.021826,0.05605,1e-05,0.612389,8
Q-103624-4,,,,,,,,,,,,,0.380685,0.040516,0.000283,0.00523,0.015826,0.396103,0.089927,1e-05,0.071418,5
Q-103732-5,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,8
Q-103921-4,,,,,,,,,,,,,0.273276,0.169775,0.000817,0.302966,0.061054,0.081595,0.110497,1e-05,1e-05,3
Q-104056-8,,,,,,,,,,,,,0.35453,0.208987,1e-05,0.176344,0.121999,1e-05,0.121466,0.006246,0.010408,0
Q-104182-1,,,,,,,,,,,,,0.211196,1e-05,0.520773,0.145471,0.04061,1e-05,0.081911,1e-05,1e-05,2
Q-104335-6,,,,,,,,,,,,,0.411854,0.038292,1e-05,0.153625,0.108096,0.176813,0.108072,1e-05,0.003229,0
Q-104362-9,,,,,,,,,,,,,0.37019,0.098966,1e-05,0.285342,0.096242,1e-05,0.136216,1e-05,0.013014,0
Q-104371-0,,,,,,,,,,,,,0.361277,0.101765,0.007305,0.160012,0.133544,0.107834,0.128243,1e-05,1e-05,0
Q-104380-1,,,,,,,,,,,,,1e-05,1e-05,0.862099,1e-05,1e-05,0.11402,0.000731,0.0231,1e-05,2
Q-104614-4,,,,,,,,,,,,,0.277084,1e-05,0.000626,0.115745,0.014291,0.419359,0.09353,1e-05,0.079345,5
Q-104641-7,,,,,,,,,,,,,0.302988,0.083179,0.000536,0.226708,0.145499,0.11942,0.12165,1e-05,1e-05,0
Q-105217-5,,,,,,,,,,,,,0.040023,0.408649,0.001024,0.178336,0.249558,1e-05,0.09448,0.02791,1e-05,1
Q-105370-1,,,,,,,,,,,,,0.3621,0.044952,0.001609,0.173314,0.099063,0.207703,0.099604,0.003085,0.00857,0
Q-105415-5,,,,,,,,,,,,,0.182149,0.093338,1e-05,0.368631,0.105655,0.143542,0.104076,0.002589,1e-05,3
Q-106054-0,,,,,,,,,,,,,0.034922,1e-05,0.041951,1e-05,0.167298,1e-05,0.586736,0.152814,0.01625,6
Q-106171-2,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,8
Q-106216-6,,,,,,,,,,,,,0.474583,0.059968,2.4e-05,0.125729,0.074664,0.142096,0.122916,1e-05,1e-05,0
Q-106243-9,,,,,,,,,,,,,0.443025,0.004371,1e-05,0.178447,0.108321,0.121515,0.144291,1e-05,1e-05,0
